job,marital,education,housing,loan,contact,month,day_of_week,age,pdays,emp_var_rate,cons_conf_idx,y,age_group,housing_loan_interaction
blue-collar,married,basic.6y,no,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_no
services,married,basic.9y,yes,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,basic.9y,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
blue-collar,divorced,basic.6y,no,no,telephone,may,tue,51,999,1.1,-36.4,0,senior,no_no
housemaid,married,basic.4y,no,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,no_no
technician,divorced,basic.9y,no,no,telephone,may,tue,44,999,1.1,-36.4,0,adult,no_no
technician,single,professional.course,no,no,telephone,may,tue,27,999,1.1,-36.4,0,adult,no_no
technician,divorced,basic.9y,yes,yes,telephone,may,tue,44,999,1.1,-36.4,0,adult,yes_yes
management,married,basic.4y,yes,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,yes_no
unemployed,married,professional.course,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
services,married,basic.9y,no,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,no_no
technician,single,professional.course,no,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,no_no
entrepreneur,married,basic.4y,yes,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
services,divorced,high.school,yes,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,yes_no
housemaid,married,basic.4y,yes,no,telephone,may,tue,53,999,1.1,-36.4,0,senior,yes_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,yes_no
technician,single,university.degree,yes,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,no_no
unknown,married,basic.6y,yes,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,48,999,1.1,-36.4,0,adult,no_no
technician,single,professional.course,no,no,telephone,may,tue,26,999,1.1,-36.4,0,adult,no_no
entrepreneur,divorced,high.school,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
services,single,high.school,yes,yes,telephone,may,tue,36,999,1.1,-36.4,0,adult,yes_yes
housemaid,married,basic.4y,no,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,no_no
admin.,divorced,high.school,no,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,no_no
admin.,married,basic.6y,yes,yes,telephone,may,tue,45,999,1.1,-36.4,0,adult,yes_yes
admin.,married,basic.6y,yes,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,yes_no
entrepreneur,married,basic.9y,no,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,no_no
admin.,single,university.degree,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,unknown,unknown,telephone,may,tue,37,999,1.1,-36.4,0,adult,unknown_unknown
self-employed,married,basic.9y,yes,yes,telephone,may,tue,57,999,1.1,-36.4,0,senior,yes_yes
technician,single,professional.course,yes,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,yes_no
services,divorced,high.school,yes,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
blue-collar,single,professional.course,yes,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,no_no
admin.,divorced,university.degree,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
management,single,basic.4y,no,no,telephone,may,tue,25,999,1.1,-36.4,0,adult,no_no
blue-collar,single,basic.9y,no,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,no_no
admin.,single,high.school,no,no,telephone,may,tue,40,999,1.1,-36.4,0,adult,no_no
admin.,married,university.degree,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,no_no
self-employed,single,university.degree,yes,no,telephone,may,tue,51,999,1.1,-36.4,0,senior,yes_no
blue-collar,single,basic.4y,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
entrepreneur,married,high.school,no,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,yes,telephone,may,tue,30,999,1.1,-36.4,0,adult,no_yes
blue-collar,single,high.school,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
admin.,divorced,high.school,no,no,telephone,may,tue,41,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,24,999,1.1,-36.4,0,youth,yes_no
blue-collar,married,basic.6y,no,yes,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_yes
services,married,high.school,yes,no,telephone,may,tue,27,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,yes_no
student,single,basic.9y,yes,yes,telephone,may,tue,28,999,1.1,-36.4,0,adult,yes_yes
blue-collar,divorced,basic.6y,no,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,27,999,1.1,-36.4,0,adult,no_no
technician,married,university.degree,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
admin.,divorced,high.school,no,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,yes,yes,telephone,may,tue,44,999,1.1,-36.4,0,adult,yes_yes
unknown,married,high.school,no,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,no_no
admin.,single,basic.9y,no,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,no_no
blue-collar,single,professional.course,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
unknown,married,university.degree,no,no,telephone,may,tue,60,999,1.1,-36.4,0,senior,no_no
blue-collar,single,basic.6y,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
technician,married,university.degree,yes,no,telephone,may,tue,51,999,1.1,-36.4,0,senior,yes_no
technician,divorced,professional.course,yes,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,basic.9y,no,no,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,yes,telephone,may,tue,34,999,1.1,-36.4,0,adult,yes_yes
management,single,university.degree,no,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,no,telephone,may,tue,55,999,1.1,-36.4,0,senior,yes_no
unknown,married,high.school,yes,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,yes_no
admin.,married,high.school,no,no,telephone,may,tue,47,999,1.1,-36.4,1,adult,no_no
admin.,single,university.degree,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
retired,married,basic.4y,yes,yes,telephone,may,tue,56,999,1.1,-36.4,0,senior,yes_yes
entrepreneur,divorced,university.degree,no,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_no
self-employed,married,university.degree,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
technician,married,basic.6y,no,yes,telephone,may,tue,48,999,1.1,-36.4,0,adult,no_yes
self-employed,married,university.degree,no,yes,telephone,may,tue,53,999,1.1,-36.4,0,senior,no_yes
admin.,married,high.school,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,basic.4y,no,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,no_no
technician,married,basic.6y,no,yes,telephone,may,tue,26,999,1.1,-36.4,0,adult,no_yes
self-employed,married,high.school,yes,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,high.school,yes,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,unknown,no,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,no_no
services,single,basic.9y,no,no,telephone,may,tue,22,999,1.1,-36.4,0,youth,no_no
retired,married,university.degree,yes,yes,telephone,may,tue,51,999,1.1,-36.4,0,senior,yes_yes
technician,married,basic.9y,no,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,no_no
admin.,single,university.degree,no,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
technician,married,professional.course,yes,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,yes_no
unemployed,married,basic.4y,yes,no,telephone,may,tue,48,999,1.1,-36.4,0,adult,yes_no
technician,married,professional.course,yes,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,basic.9y,yes,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,yes_no
admin.,married,high.school,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
admin.,divorced,high.school,no,no,telephone,may,tue,27,999,1.1,-36.4,0,adult,no_no
admin.,married,basic.9y,no,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,no_no
management,married,high.school,no,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,no_no
entrepreneur,single,professional.course,no,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_no
self-employed,married,basic.9y,no,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,no_no
blue-collar,single,basic.9y,yes,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_no
self-employed,married,basic.6y,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
blue-collar,divorced,basic.9y,no,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,no_no
blue-collar,divorced,basic.4y,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
management,married,university.degree,yes,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,yes_no
services,single,high.school,no,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,no_no
management,divorced,university.degree,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,31,999,1.1,-36.4,1,adult,no_no
technician,single,university.degree,yes,yes,telephone,may,tue,37,999,1.1,-36.4,0,adult,yes_yes
technician,single,university.degree,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
technician,divorced,basic.9y,no,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,yes_no
management,divorced,university.degree,no,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,no_no
admin.,single,university.degree,no,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,no_no
admin.,married,university.degree,no,no,telephone,may,tue,60,999,1.1,-36.4,0,senior,no_no
services,married,professional.course,no,no,telephone,may,tue,27,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,yes,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,yes_no
admin.,single,university.degree,no,yes,telephone,may,tue,29,999,1.1,-36.4,0,adult,no_yes
blue-collar,single,high.school,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,53,999,1.1,-36.4,0,senior,no_no
technician,married,professional.course,no,no,telephone,may,tue,26,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,unknown,unknown,telephone,may,tue,38,999,1.1,-36.4,0,adult,unknown_unknown
blue-collar,married,basic.6y,no,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,no_no
technician,married,professional.course,no,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,no_no
retired,divorced,high.school,yes,no,telephone,may,tue,55,999,1.1,-36.4,0,senior,yes_no
unknown,single,basic.9y,yes,no,telephone,may,tue,44,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,professional.course,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
unemployed,single,basic.9y,yes,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,yes_no
management,single,university.degree,yes,no,telephone,may,tue,39,999,1.1,-36.4,1,adult,yes_no
admin.,married,high.school,yes,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,yes_no
services,married,high.school,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,yes_no
blue-collar,married,basic.4y,no,no,telephone,may,tue,44,999,1.1,-36.4,0,adult,no_no
management,married,university.degree,no,no,telephone,may,tue,55,999,1.1,-36.4,0,senior,no_no
admin.,single,basic.6y,yes,no,telephone,may,tue,53,999,1.1,-36.4,0,senior,yes_no
management,single,university.degree,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,43,999,1.1,-36.4,0,adult,yes_no
housemaid,married,basic.4y,yes,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,yes_no
management,divorced,university.degree,no,yes,telephone,may,tue,52,999,1.1,-36.4,0,senior,no_yes
blue-collar,married,basic.9y,yes,no,telephone,may,tue,48,999,1.1,-36.4,0,adult,yes_no
technician,married,professional.course,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
blue-collar,married,professional.course,no,yes,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_yes
admin.,divorced,university.degree,yes,no,telephone,may,tue,46,999,1.1,-36.4,0,adult,yes_no
services,married,high.school,yes,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,yes_no
admin.,married,university.degree,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
admin.,married,unknown,no,no,telephone,may,tue,44,999,1.1,-36.4,0,adult,no_no
services,married,high.school,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
services,single,professional.course,no,yes,telephone,may,tue,29,999,1.1,-36.4,0,adult,no_yes
services,married,high.school,yes,yes,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_yes
management,married,basic.9y,yes,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_no
technician,married,professional.course,no,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,no,no,telephone,may,tue,55,999,1.1,-36.4,0,senior,no_no
blue-collar,single,basic.9y,no,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,no_no
housemaid,married,basic.4y,no,no,telephone,may,tue,52,999,1.1,-36.4,0,senior,no_no
blue-collar,married,professional.course,yes,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_no
services,married,high.school,no,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,no,no,telephone,may,tue,22,999,1.1,-36.4,0,youth,no_no
entrepreneur,divorced,high.school,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,no_no
self-employed,married,university.degree,no,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,no_no
technician,married,professional.course,no,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,no_no
blue-collar,single,high.school,no,yes,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_yes
technician,married,professional.course,yes,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_no
admin.,married,high.school,yes,no,telephone,may,tue,29,999,1.1,-36.4,0,adult,yes_no
services,married,basic.6y,no,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.6y,yes,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.4y,yes,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,yes_no
management,single,university.degree,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
self-employed,single,university.degree,no,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,no_no
blue-collar,married,high.school,no,no,telephone,may,tue,47,999,1.1,-36.4,0,adult,no_no
services,single,high.school,yes,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_no
management,married,professional.course,yes,yes,telephone,may,tue,52,999,1.1,-36.4,0,senior,yes_yes
admin.,married,basic.9y,no,no,telephone,may,tue,58,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.6y,yes,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,yes_no
management,married,professional.course,yes,no,telephone,may,tue,52,999,1.1,-36.4,1,senior,yes_no
blue-collar,divorced,basic.4y,no,no,telephone,may,tue,45,999,1.1,-36.4,0,adult,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,no_no
blue-collar,single,basic.9y,yes,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,yes,telephone,may,tue,34,999,1.1,-36.4,0,adult,no_yes
blue-collar,married,high.school,yes,yes,telephone,may,tue,48,999,1.1,-36.4,0,adult,yes_yes
admin.,married,basic.9y,yes,no,telephone,may,tue,33,999,1.1,-36.4,0,adult,yes_no
admin.,single,university.degree,no,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_no
self-employed,divorced,high.school,no,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,no_no
services,married,high.school,no,no,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_no
management,married,basic.9y,yes,no,telephone,may,tue,30,999,1.1,-36.4,0,adult,yes_no
entrepreneur,married,university.degree,yes,no,telephone,may,tue,59,999,1.1,-36.4,0,senior,yes_no
blue-collar,married,basic.6y,yes,no,telephone,may,tue,40,999,1.1,-36.4,0,adult,yes_no
retired,married,university.degree,yes,no,telephone,may,tue,60,999,1.1,-36.4,0,senior,yes_no
admin.,single,university.degree,no,no,telephone,may,tue,36,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,no,telephone,may,tue,50,999,1.1,-36.4,0,senior,yes_no
services,married,high.school,yes,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,yes_no
services,married,high.school,yes,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,yes_no
technician,single,university.degree,yes,no,telephone,may,tue,37,999,1.1,-36.4,0,adult,yes_no
services,married,high.school,no,no,telephone,may,tue,28,999,1.1,-36.4,0,adult,no_no
services,married,high.school,yes,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,yes_no
admin.,divorced,high.school,yes,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,high.school,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
blue-collar,married,professional.course,no,no,telephone,may,tue,44,999,1.1,-36.4,0,adult,no_no
unknown,married,basic.4y,yes,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,yes_no
retired,married,professional.course,no,no,telephone,may,tue,40,999,1.1,-36.4,0,adult,no_no
admin.,married,high.school,yes,no,telephone,may,tue,42,999,1.1,-36.4,0,adult,yes_no
technician,single,professional.course,yes,no,telephone,may,tue,31,999,1.1,-36.4,0,adult,yes_no
admin.,married,unknown,no,no,telephone,may,tue,25,999,1.1,-36.4,0,adult,no_no
technician,married,basic.4y,no,no,telephone,may,tue,54,999,1.1,-36.4,0,senior,no_no
services,married,high.school,yes,no,telephone,may,tue,35,999,1.1,-36.4,0,adult,yes_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,49,999,1.1,-36.4,0,adult,no_no
admin.,single,university.degree,yes,no,telephone,may,tue,34,999,1.1,-36.4,0,adult,yes_no
technician,married,professional.course,yes,yes,telephone,may,tue,53,999,1.1,-36.4,0,senior,yes_yes
technician,single,professional.course,yes,no,telephone,may,tue,27,999,1.1,-36.4,0,adult,yes_no
management,divorced,high.school,no,no,telephone,may,tue,57,999,1.1,-36.4,0,senior,no_no
blue-collar,married,basic.9y,no,no,telephone,may,tue,32,999,1.1,-36.4,0,adult,no_no
blue-collar,single,basic.4y,unknown,unknown,telephone,may,tue,38,999,1.1,-36.4,0,adult,unknown_unknown
admin.,married,high.school,yes,no,telephone,may,tue,39,999,1.1,-36.4,0,adult,yes_no
blue-collar,single,high.school,no,no,telephone,may,tue,38,999,1.1,-36.4,0,adult,no_no
services,married,professional.course,no,yes,telephone,may,tue,50,999,1.1,-36.4,0,senior,no_yes
